target_path,original_path,source_repository,source_branch_or_ref,source_commit_sha,source_document_date,first_relevant_commit_date,latest_relevant_commit_date,window_history,source_state,document_category,inclusion_reason,source_sha256,copied_sha256,copy_scope,redaction_required
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/capability_boundary_report.json,data/unix_full_validation_freeze_1a_r1/capability_boundary_report.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 capability-boundary report for the inert Knowledge HAT.,4b6f18b354409ae90a1b2d2db49f3efd2c9a8fb2901beb6c229d4ac21c4ece1d,4b6f18b354409ae90a1b2d2db49f3efd2c9a8fb2901beb6c229d4ac21c4ece1d,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/component_hashes.json,data/unix_full_validation_freeze_1a_r1/component_hashes.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 component-hash provenance record.,4fc99e813255c46d989853a3093f35164da991f47554674ebea5d51b793bfcc7,4fc99e813255c46d989853a3093f35164da991f47554674ebea5d51b793bfcc7,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/determinism_report.json,data/unix_full_validation_freeze_1a_r1/determinism_report.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,"Canonical r1 determinism report for corpus, retrieval, routing and review output.",72eb8195c075920dd1bc39161aa5f2d6342c95460a963d6d01975cb1688be135,72eb8195c075920dd1bc39161aa5f2d6342c95460a963d6d01975cb1688be135,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/freeze_manifest.json,data/unix_full_validation_freeze_1a_r1/freeze_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 validation freeze manifest and test summary.,4b6bb4a32a45600a05a7cfd4d8878906d5f8ad80da3a40bb2909ef1adc49b260,4b6bb4a32a45600a05a7cfd4d8878906d5f8ad80da3a40bb2909ef1adc49b260,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/limitations.json,data/unix_full_validation_freeze_1a_r1/limitations.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 limitations for the bounded UNIX knowledge corpus and retrieval layer.,358b1353db7b8a56fd1f8bb6c0a032d5855580869404aceb50244a4847a377be,358b1353db7b8a56fd1f8bb6c0a032d5855580869404aceb50244a4847a377be,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/reproducibility_commands.txt,data/unix_full_validation_freeze_1a_r1/reproducibility_commands.txt,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 reproducibility command record for the knowledge-unit validation.,43f68113602d18793593ac21e41eaac91c5df582a3676b9d6c79eeb7c0381e88,43f68113602d18793593ac21e41eaac91c5df582a3676b9d6c79eeb7c0381e88,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/architecture_summary.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/architecture_summary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,"Concise architecture summary of ingestion, provenance, retrieval and inert routing.",bec4fb453e055c779b6bddfaca30f3fdaee5da20a16cdf77de7e8b219e8f2e21,bec4fb453e055c779b6bddfaca30f3fdaee5da20a16cdf77de7e8b219e8f2e21,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/authority_boundary.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/authority_boundary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Reviewer-facing authority and access boundary for the Knowledge HAT.,590e8a60d60e4d158f0168bc189ec4fe58ed68f626e8cd8815b765115f233ecf,590e8a60d60e4d158f0168bc189ec4fe58ed68f626e8cd8815b765115f233ecf,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/benchmark_summary.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/benchmark_summary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 reviewer benchmark summary.,70d26aabf6c5fda6a62dc1b09abad13729250b545d46a7f52e7588a492840e7e,70d26aabf6c5fda6a62dc1b09abad13729250b545d46a7f52e7588a492840e7e,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/bundle_manifest.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/bundle_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 reviewer bundle provenance manifest.,dcc99ff6989a4853735586f374fa2ad0e6c58693c51bde59d141bd51332f6bc9,dcc99ff6989a4853735586f374fa2ad0e6c58693c51bde59d141bd51332f6bc9,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/sponsor_demo_checklist.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/sponsor_demo_checklist.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 reviewer checklist for the bounded knowledge-unit evidence.,89cec6fcb38151014b8886cf9f477af8a3008cf89a5ca92b39a67ada462196f7,89cec6fcb38151014b8886cf9f477af8a3008cf89a5ca92b39a67ada462196f7,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/visible_demo_manifest.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/visible_demo_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,"Canonical r1 visible-review manifest; metadata only, without generated demo pages.",e3fc2d22057f9381fd789d7435316246a215678a4f05beb66441e9a104e5d4da,e3fc2d22057f9381fd789d7435316246a215678a4f05beb66441e9a104e5d4da,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/sponsor_demo/visible_demo_verification.json,data/unix_full_validation_freeze_1a_r1/sponsor_demo/visible_demo_verification.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 visible-review verification record.,0d3574210fa6e8504aa60ad876b38508af951515959c402f6eaca376763fef83,0d3574210fa6e8504aa60ad876b38508af951515959c402f6eaca376763fef83,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/validation_summary.json,data/unix_full_validation_freeze_1a_r1/validation_summary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 full knowledge-unit validation summary.,d794fd7b1dc2400898841c406c888d4ce5b42fba2e30d4dc4060e49611b4e485,d794fd7b1dc2400898841c406c888d4ce5b42fba2e30d4dc4060e49611b4e485,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/verification.json,data/unix_full_validation_freeze_1a_r1/verification.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 freeze verification record.,cf6d1749db22fede11a54c3ef81f545875a1ae78203263afbb6fe5a60fa6e4ab,cf6d1749db22fede11a54c3ef81f545875a1ae78203263afbb6fe5a60fa6e4ab,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a-r1/worktree_snapshot.json,data/unix_full_validation_freeze_1a_r1/worktree_snapshot.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Canonical r1 worktree provenance snapshot.,127b781886c1d1b286e46642ff970fccdfad221f6f12aec09772e6d35bd5335c,127b781886c1d1b286e46642ff970fccdfad221f6f12aec09772e6d35bd5335c,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/component_hashes.json,data/unix_full_validation_freeze_1a/component_hashes.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A component-hash provenance record retained because it differs from r1.,11a9ea8cefc54d10d97d2b5786e0908b29298b93740e3639b214f5e94ff2a8ad,11a9ea8cefc54d10d97d2b5786e0908b29298b93740e3639b214f5e94ff2a8ad,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/freeze_manifest.json,data/unix_full_validation_freeze_1a/freeze_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A validation freeze manifest retained as historical provenance.,71393cc56971af922010b430b4cffbd15c41c8713a89edd747e5046f0076a9b7,71393cc56971af922010b430b4cffbd15c41c8713a89edd747e5046f0076a9b7,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/sponsor_demo/benchmark_summary.json,data/unix_full_validation_freeze_1a/sponsor_demo/benchmark_summary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A reviewer benchmark summary retained because it differs from r1.,2e243410234845d6237d8a0745cbd96f63699cb27a117f23226137eb2bbda246,2e243410234845d6237d8a0745cbd96f63699cb27a117f23226137eb2bbda246,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/sponsor_demo/bundle_manifest.json,data/unix_full_validation_freeze_1a/sponsor_demo/bundle_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A reviewer bundle manifest retained because it differs from r1.,5c9493e3b3a86e4959d0277619cda00956e822b10bf24487acf0e0a3e9a5f94a,5c9493e3b3a86e4959d0277619cda00956e822b10bf24487acf0e0a3e9a5f94a,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/validation_summary.json,data/unix_full_validation_freeze_1a/validation_summary.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A knowledge-unit validation summary retained because it differs from r1.,5d6c22485b7c6a245b60e658c19c59765d163d58f97e7d97946a5e590d57c5e4,5d6c22485b7c6a245b60e658c19c59765d163d58f97e7d97946a5e590d57c5e4,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/verification.json,data/unix_full_validation_freeze_1a/verification.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A freeze verification record retained because it differs from r1.,8b0ab6bd78efaee9c67fe12cd80040ad30c362b715f8c524b67e5b5509227866,8b0ab6bd78efaee9c67fe12cd80040ad30c362b715f8c524b67e5b5509227866,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-full-validation-freeze-1a/worktree_snapshot.json,data/unix_full_validation_freeze_1a/worktree_snapshot.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Original 1A worktree provenance snapshot retained because it differs from r1.,777f0b822a6fa530da5dd58ed6b1c765d41faf8401a4124efc2e51bdb75621f7,777f0b822a6fa530da5dd58ed6b1c765d41faf8401a4124efc2e51bdb75621f7,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-hat-routing-1a/actual_query_validation.json,data/unix_hat_routing_1a/actual_query_validation.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,"Validation report for deterministic, no-dispatch UNIX Knowledge HAT routing.",8de7087d8cbdf31c13a20f43f79bdd12c1a00b41c88e0367de0fe94d9a3e2e65,8de7087d8cbdf31c13a20f43f79bdd12c1a00b41c88e0367de0fe94d9a3e2e65,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-hat-routing-1a/routing_policy_manifest.json,data/unix_hat_routing_1a/routing_policy_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,"Routing-policy manifest defining bounded topics, exclusions and execution refusal.",8efae352fc6161f3800ed5b18c4d6cebf62f20bdc05dc11291b4cb850541e7a4,8efae352fc6161f3800ed5b18c4d6cebf62f20bdc05dc11291b4cb850541e7a4,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-hat-routing-1a/unix_hat_descriptor.json,data/unix_hat_routing_1a/unix_hat_descriptor.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Machine-readable UNIX Knowledge HAT architecture descriptor and limitations.,48d18774a3edf62709608c0b3353de85771195203ba0a8747fa7670ce89a7c05,48d18774a3edf62709608c0b3353de85771195203ba0a8747fa7670ce89a7c05,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-retrieval-adapter-1a/benchmark.json,data/unix_retrieval_adapter_1a/benchmark.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Benchmark report for deterministic local lexical knowledge retrieval.,39b70f272564caf4e7ef2876a3e775e9a72f19d524f8288da0337eafe7c25974,39b70f272564caf4e7ef2876a3e775e9a72f19d524f8288da0337eafe7c25974,Complete,No
docs/history/2026-06-30_to_2026-07-24/memory-and-retrieval/unix-retrieval-adapter-1a/index_manifest.json,data/unix_retrieval_adapter_1a/index/index_manifest.json,/home/l/AOIA_PRODUCTION/repos/AOIA-Core,feature/m2-b0-provider-critic-inert-core,b7a3a1481ce382e516ed0d39e5ac334f3240c727,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,2026-07-15T03:59:22+02:00,Created during hackathon window,Committed,A — Directly relevant,Retrieval index manifest; preserves index identity and counts without raw index data.,93fadf57293802920177471b5916d8cc21e87576e3a0454674bd908d85ec4b08,93fadf57293802920177471b5916d8cc21e87576e3a0454674bd908d85ec4b08,Complete,No
